index,data1[index],data2[index],data3[index],data4[index],data5[index]
0,0.0,0.002434237509965076,0.0012819659707483666,0.0001324024998925477,0.0012819659707483666
1,0.06283185307179587,0.0024319610924131707,0.0013542379176686437,0.0001346682404653743,0.0012097047007769701
2,0.12566370614359174,0.0024251408870832325,0.0014262352564090586,0.00014145658324271615,0.0011377392245034423
3,0.1884955592153876,0.002413803999241626,0.0014976736602597684,0.0001527409254511447,0.0010663533661472435
4,0.25132741228718347,0.002397995482128601,0.001568270885933143,0.00016847704252909157,0.000995828540327981
5,0.3141592653589793,0.0023777781542183574,0.0016377478922682265,0.0001886032577982366,0.0009264426464214992
6,0.3769911184307752,0.0023532323445009107,0.0017058299481658157,0.0002130406791750472,0.0008584689786335087
7,0.4398229715025711,0.002324455566902195,0.0017722477252654079,0.00024169350208846918,0.0007921751559851753
8,0.5026548245743669,0.0022915621252619367,0.0018367383709243512,0.0002744493775420631,0.0007278220762896304
9,0.5654866776461628,0.0022546826505956963,0.001899046557104378,0.00031117984402817545,0.0006656628980905577
10,0.6283185307179586,0.0022139635726423634,0.001958925500851083,0.0003517408217601492,0.0006059420544061167
11,0.6911503837897546,0.0021695665279964915,0.002016137952123298,0.00039597316748052336,0.0005488943019444914
12,0.7539822368615504,0.0021216677073829793,0.002070457144874638,0.00044370328787080027,0.0004947438093587664
13,0.8168140899333463,0.002070457144874638,0.0021216677073829793,0.0004947438093587664,0.00044370328787080027
14,0.8796459430051422,0.002016137952123298,0.0021695665279964915,0.0005488943019444914,0.00039597316748052336
15,0.942477796076938,0.001958925500851083,0.0022139635726423634,0.0006059420544061167,0.0003517408217601492
16,1.0053096491487339,0.001899046557104378,0.0022546826505956963,0.0006656628980905577,0.00031117984402817545
17,1.0681415022205298,0.0018367383709243512,0.0022915621252619367,0.0007278220762896304,0.0002744493775420631
18,1.1309733552923256,0.0017722477252654079,0.002324455566902195,0.0007921751559851753,0.00024169350208846918
19,1.1938052083641215,0.0017058299481658157,0.0023532323445009107,0.0008584689786335087,0.0002130406791750472
20,1.2566370614359172,0.0016377478922686706,0.0023777781542188015,0.0009264426464212772,0.00018860325779834763
21,1.3194689145077132,0.001568270885933143,0.002397995482128601,0.000995828540327981,0.00016847704252909157
22,1.3823007675795091,0.0014976736602597684,0.002413803999241626,0.0010663533661472435,0.0001527409254511447
23,1.4451326206513049,0.0014262352564090586,0.0024251408870832325,0.0011377392245034423,0.00014145658324271615
24,1.5079644737231008,0.0013542379176686437,0.0024319610924131707,0.0012097047007769701,0.0001346682404653743
25,1.5707963267948968,0.0012819659707483666,0.002434237509965076,0.0012819659707483666,0.0001324024998925477
26,1.6336281798666925,0.0012097047007769701,0.0024319610924131707,0.0013542379176686437,0.0001346682404653743
27,1.6964600329384885,0.0011377392245034423,0.0024251408870832325,0.0014262352564090586,0.00014145658324271615
28,1.7592918860102844,0.0010663533661472435,0.002413803999241626,0.0014976736602597684,0.0001527409254511447
29,1.8221237390820801,0.000995828540327981,0.002397995482128601,0.001568270885933143,0.00016847704252909157
30,1.884955592153876,0.0009264426464212772,0.0023777781542188015,0.0016377478922686706,0.00018860325779834763
31,1.9477874452256718,0.0008584689786335087,0.0023532323445009107,0.0017058299481658157,0.0002130406791750472
32,2.0106192982974678,0.0007921751559851753,0.002324455566902195,0.0017722477252654079,0.00024169350208846918
33,2.0734511513692637,0.0007278220762896304,0.0022915621252619367,0.0018367383709243512,0.0002744493775420631
34,2.1362830044410597,0.0006656628980907797,0.0022546826505961404,0.0018990465571046,0.0003111798440283975
35,2.199114857512855,0.0006059420544061167,0.0022139635726423634,0.001958925500851083,0.0003517408217601492
36,2.261946710584651,0.0005488943019444914,0.0021695665279964915,0.002016137952123298,0.00039597316748052336
37,2.324778563656447,0.0004947438093587664,0.0021216677073829793,0.002070457144874638,0.00044370328787080027
38,2.387610416728243,0.00044370328787080027,0.002070457144874638,0.0021216677073829793,0.0004947438093587664
39,2.450442269800039,0.0003959731674807454,0.002016137952122854,0.0021695665279967136,0.0005488943019449355
40,2.5132741228718345,0.0003517408217601492,0.001958925500851083,0.0022139635726423634,0.0006059420544061167
41,2.5761059759436304,0.00031117984402817545,0.001899046557104378,0.0022546826505956963,0.0006656628980905577
42,2.6389378290154264,0.0002744493775420631,0.0018367383709243512,0.0022915621252619367,0.0007278220762896304
43,2.7017696820872223,0.00024169350208846918,0.0017722477252654079,0.002324455566902195,0.0007921751559851753
44,2.7646015351590183,0.0002130406791750472,0.0017058299481658157,0.0023532323445009107,0.0008584689786335087
45,2.8274333882308142,0.00018860325779834763,0.0016377478922686706,0.0023777781542188015,0.0009264426464212772
46,2.8902652413026098,0.00016847704252909157,0.001568270885933143,0.002397995482128601,0.000995828540327981
47,2.9530970943744057,0.0001527409254511447,0.0014976736602597684,0.002413803999241626,0.0010663533661472435
48,3.0159289474462017,0.00014145658324271615,0.0014262352564090586,0.0024251408870832325,0.0011377392245034423
49,3.0787608005179976,0.0001346682404653743,0.0013542379176686437,0.0024319610924131707,0.0012097047007769701
50,3.1415926535897936,0.0001324024998925477,0.0012819659707483666,0.002434237509965076,0.0012819659707483666
51,3.204424506661589,0.0001346682404653743,0.0012097047007769701,0.0024319610924131707,0.0013542379176686437
52,3.267256359733385,0.00014145658324271615,0.0011377392245034423,0.0024251408870832325,0.0014262352564090586
53,3.330088212805181,0.0001527409254511447,0.0010663533661472435,0.002413803999241626,0.0014976736602597684
54,3.392920065876977,0.00016847704252909157,0.000995828540327981,0.002397995482128601,0.001568270885933143
55,3.455751918948773,0.00018860325779801457,0.0009264426464212772,0.0023777781542183574,0.0016377478922684485
56,3.518583772020569,0.0002130406791750472,0.0008584689786335087,0.0023532323445009107,0.0017058299481658157
57,3.5814156250923643,0.00024169350208846918,0.0007921751559851753,0.002324455566902195,0.0017722477252654079
58,3.6442474781641603,0.0002744493775420631,0.0007278220762896304,0.0022915621252619367,0.0018367383709243512
59,3.7070793312359562,0.00031117984402817545,0.0006656628980905577,0.0022546826505956963,0.001899046557104378
60,3.769911184307752,0.0003517408217601492,0.0006059420544061167,0.0022139635726423634,0.001958925500851083
61,3.832743037379548,0.00039597316748096745,0.0005488943019447134,0.0021695665279963805,0.00201613795212352
62,3.8955748904513436,0.00044370328787080027,0.0004947438093587664,0.0021216677073829793,0.002070457144874638
63,3.9584067435231396,0.0004947438093587664,0.00044370328787080027,0.002070457144874638,0.0021216677073829793
64,4.0212385965949355,0.0005488943019444914,0.00039597316748052336,0.002016137952123298,0.0021695665279964915
65,4.084070449666731,0.0006059420544061167,0.0003517408217601492,0.001958925500851083,0.0022139635726423634
66,4.1469023027385274,0.0006656628980907797,0.0003111798440285085,0.001899046557104156,0.0022546826505961404
67,4.209734155810323,0.0007278220762896304,0.0002744493775420631,0.0018367383709243512,0.0022915621252619367
68,4.272566008882119,0.0007921751559851753,0.00024169350208846918,0.0017722477252654079,0.002324455566902195
69,4.335397861953915,0.0008584689786335087,0.0002130406791750472,0.0017058299481658157,0.0023532323445009107
70,4.39822971502571,0.0009264426464212772,0.00018860325779834763,0.0016377478922686706,0.0023777781542188015
71,4.461061568097507,0.000995828540327981,0.00016847704252909157,0.001568270885933143,0.002397995482128601
72,4.523893421169302,0.0010663533661472435,0.0001527409254511447,0.0014976736602597684,0.002413803999241626
73,4.586725274241099,0.0011377392245034423,0.00014145658324271615,0.0014262352564090586,0.0024251408870832325
74,4.649557127312894,0.0012097047007769701,0.0001346682404653743,0.0013542379176686437,0.0024319610924131707
75,4.71238898038469,0.0012819659707483666,0.0001324024998925477,0.0012819659707483666,0.002434237509965076
76,4.775220833456486,0.0013542379176686437,0.0001346682404653743,0.0012097047007769701,0.0024319610924131707
77,4.838052686528282,0.0014262352564090586,0.00014145658324271615,0.0011377392245034423,0.0024251408870832325
78,4.900884539600078,0.0014976736602601015,0.00015274092545070062,0.0010663533661472435,0.002413803999241848
79,4.9637163926718735,0.001568270885933143,0.00016847704252909157,0.000995828540327981,0.002397995482128601
80,5.026548245743669,0.0016377478922686706,0.00018860325779834763,0.0009264426464212772,0.0023777781542188015
81,5.089380098815465,0.0017058299481658157,0.0002130406791750472,0.0008584689786335087,0.0023532323445009107
82,5.152211951887261,0.0017722477252654079,0.00024169350208846918,0.0007921751559851753,0.002324455566902195
83,5.215043804959057,0.0018367383709243512,0.0002744493775420631,0.0007278220762896304,0.0022915621252619367
84,5.277875658030853,0.0018990465571046,0.0003111798440283975,0.0006656628980907797,0.0022546826505961404
85,5.340707511102649,0.001958925500851083,0.0003517408217601492,0.0006059420544061167,0.0022139635726423634
86,5.403539364174445,0.002016137952123298,0.00039597316748052336,0.0005488943019444914,0.0021695665279964915
87,5.46637121724624,0.002070457144874638,0.00044370328787080027,0.0004947438093587664,0.0021216677073829793
88,5.529203070318037,0.0021216677073829793,0.0004947438093587664,0.00044370328787080027,0.002070457144874638
89,5.592034923389832,0.0021695665279963805,0.0005488943019447134,0.00039597316748096745,0.00201613795212352
90,5.6548667764616285,0.0022139635726423634,0.0006059420544061167,0.0003517408217601492,0.001958925500851083
91,5.717698629533424,0.0022546826505961404,0.0006656628980907797,0.0003111798440285085,0.001899046557104156
92,5.7805304826052195,0.0022915621252619367,0.0007278220762896304,0.0002744493775420631,0.0018367383709243512
93,5.843362335677016,0.002324455566902195,0.0007921751559851753,0.00024169350208846918,0.0017722477252654079
94,5.906194188748811,0.0023532323445009107,0.0008584689786335087,0.0002130406791750472,0.0017058299481658157
95,5.969026041820608,0.0023777781542188015,0.0009264426464212772,0.00018860325779834763,0.0016377478922686706
96,6.031857894892403,0.002397995482128601,0.000995828540327981,0.00016847704252909157,0.001568270885933143
97,6.094689747964199,0.002413803999241626,0.0010663533661472435,0.0001527409254511447,0.0014976736602597684
98,6.157521601035995,0.0024251408870832325,0.0011377392245034423,0.00014145658324271615,0.0014262352564090586
99,6.220353454107791,0.0024319610924131707,0.0012097047007769701,0.0001346682404653743,0.0013542379176686437
100,6.283185307179587,0.002434237509965076,0.0012819659707483666,0.0001324024998925477,0.0012819659707483666
